p1,c1,d1,p2,c2,d2,p0,a,d0,s,r,f,x1,x2,x3,x4
0.3085,1.9996,0.9509,0.112,39.0579,5.6554,0.1609,7.6548,4.7071,42.1714,15.3114,12.7735,1,0,0,1
0.1737,9.0765,8.3023,0.0865,17.2112,4.3357,0.0435,4.3672,4.915,41.8115,29.3809,6.9859,0,0,1,1
0.0806,9.2439,2.2106,0.1279,32.5701,2.1719,0.1643,3.4236,6.4186,74.481,39.536,30.8259,1,0,1,1
0.2843,13.7565,5.3737,0.3169,28.4868,5.2222,0.0313,2.9843,5.3085,88.8614,17.1501,43.3772,1,1,0,0
0.2572,4.5555,2.249,0.0717,19.5956,1.0241,0.2811,14.1623,2.1122,37.3553,9.9675,18.5558,1,1,1,1
0.2751,2.1305,2.0334,0.1056,8.1696,5.2448,0.1069,10.3394,1.6995,102.1088,39.2941,32.6823,1,0,1,0
0.174,11.1268,5.5436,0.1108,21.6658,1.1087,0.0846,8.9212,1.5998,55.8583,32.2234,36.6218,1,1,1,0
0.108,8.9852,0.8564,0.0316,24.5757,5.2251,0.0929,7.3601,0.9105,70.4828,15.4861,10.7286,1,0,1,1
0.19,12.7574,1.1444,0.0776,12.1676,9.1631,0.2959,6.5838,6.1852,55.5347,34.6091,40.3651,1,0,1,0
0.3131,8.9534,3.0295,0.0471,32.7635,5.4186,0.2616,5.1,4.057,44.9018,23.6679,3.8974,0,0,1,1
0.1219,10.257,7.0995,0.233,19.3004,2.4592,0.0819,8.7645,4.4406,56.4279,27.5703,43.9412,0,1,1,0
0.1331,9.1596,2.0943,0.0875,27.721,4.4406,0.2628,10.2229,3.3943,81.8373,20.0674,7.6927,0,0,1,1
0.2921,3.9996,8.5003,0.0374,37.8391,2.9635,0.0466,12.5246,6.138,88.8073,41.3926,4.69,0,0,1,1
0.053,2.7977,0.7474,0.0607,24.7911,7.83,0.3285,8.9785,0.7719,101.9252,33.9937,16.0059,1,0,1,1
0.128,1.5691,9.7197,0.0294,5.8558,4.9668,0.091,3.7735,1.7036,85.1778,38.5094,25.7179,0,0,1,0
0.0474,7.861,3.8487,0.3056,24.8282,4.889,0.1326,8.5473,4.0599,96.0242,20.0833,41.6655,0,1,0,0
0.139,13.7604,0.7334,0.1824,19.0942,9.5284,0.2907,11.1364,3.2532,66.716,39.0519,9.0443,1,0,1,1
0.0995,13.9442,0.8633,0.0293,36.214,8.9779,0.3012,10.4862,3.7166,72.2459,39.22,41.2572,1,0,1,1
0.1683,6.1002,4.089,0.1723,36.4004,9.6633,0.3148,2.1924,0.7808,44.9912,22.4226,10.4981,0,0,1,1
0.0999,3.9348,6.4303,0.076,28.1908,4.7386,0.1113,13.2038,7.996,89.0911,41.3846,27.3204,0,0,1,1
0.1677,6.744,3.0421,0.1604,9.4734,6.0151,0.1859,12.9372,7.1038,87.1681,8.6242,40.7112,1,0,0,0
0.1888,3.4567,8.4911,0.0381,35.0879,0.6113,0.0742,4.8575,2.599,63.3878,46.6978,35.6611,0,0,1,1
0.2822,1.142,5.8117,0.0222,15.0357,7.3725,0.1535,12.5861,1.4635,73.3167,21.5386,21.3186,1,0,1,0
0.1107,9.8958,4.4531,0.0904,13.5686,2.2417,0.025,7.6015,7.2009,52.4071,44.0725,41.2368,1,1,0,0
0.03,11.1033,0.6882,0.0794,32.8249,2.4447,0.3049,3.6663,4.7216,59.6814,2.5011,20.126,0,0,0,1
0.1918,3.6962,6.1864,0.1718,9.7887,1.6574,0.197,7.4532,4.1137,93.993,20.701,24.215,0,1,1,0
0.0848,14.3641,1.7534,0.2877,12.4226,9.9246,0.2818,6.6778,6.1605,108.562,48.5739,44.113,1,0,1,0
0.0763,13.5928,2.0353,0.2646,31.9005,7.2731,0.2488,12.2773,6.1114,70.342,23.6992,2.3991,0,0,1,1
0.2476,4.1152,1.299,0.1347,27.3749,6.2628,0.0501,3.7407,2.2934,87.0451,32.6184,30.7693,1,0,1,1
0.0771,12.8832,6.2837,0.1767,8.7982,9.063,0.0332,6.1038,7.447,47.3735,26.5133,24.1857,0,0,0,0
0.2198,4.9325,7.6796,0.0447,6.4603,4.9917,0.3184,2.5118,5.4538,113.9829,14.8699,16.9795,0,0,1,0
0.1074,6.6097,4.8346,0.3252,18.2949,9.1903,0.1741,9.8813,1.3557,39.8496,26.1074,40.4534,0,0,1,0
0.0487,9.2922,6.7265,0.0881,32.9448,6.799,0.193,5.6911,5.746,61.9682,31.0132,24.7949,0,0,1,1
0.0856,5.4527,4.2827,0.155,27.6176,7.5352,0.2886,6.0388,6.5654,44.2007,41.8072,35.3317,0,0,1,0
0.0817,5.4784,2.5596,0.2703,26.8845,0.8467,0.1864,10.5132,7.3621,111.2826,19.8414,30.3453,1,1,0,1
0.0406,12.657,3.1587,0.0255,29.6375,3.3021,0.1092,4.7739,1.0241,113.2084,35.7556,12.6623,0,0,1,1
0.0317,12.4412,3.2102,0.2979,32.3733,7.2969,0.2558,5.0724,3.2744,66.3891,27.3629,42.6913,0,0,1,1
0.1472,13.0452,2.3549,0.1419,20.2946,0.6518,0.0462,5.3012,1.4818,76.2357,48.0825,35.7882,1,1,1,0
0.3047,1.1739,5.5488,0.1299,28.1249,3.6689,0.1372,7.8081,5.7138,108.332,19.2241,44.212,1,1,0,0
0.2999,5.9826,3.4835,0.3257,26.536,6.1541,0.064,6.2115,5.1006,64.7633,49.4942,38.3501,1,1,0,0
0.1509,13.1925,4.6264,0.27,7.6474,6.0807,0.2985,11.7576,3.4547,110.5172,24.9356,36.1899,1,1,1,0
0.2396,2.3257,9.7135,0.0982,24.7741,7.3928,0.1704,5.2525,1.9543,107.0479,26.3843,38.6364,0,0,1,0
0.188,1.6255,9.4715,0.0969,21.1976,4.5493,0.2396,6.4362,6.4742,103.4762,8.2724,2.8701,0,0,0,1
0.1567,4.0794,7.0252,0.2614,39.6505,5.4652,0.0988,3.1332,6.1952,32.8712,37.1613,9.7576,0,0,1,1
0.0457,13.9959,7.1932,0.0376,39.757,5.5838,0.1073,10.7304,7.8233,113.9228,48.0504,10.8306,0,0,1,1
0.281,4.4523,1.5509,0.3363,7.8561,0.3363,0.2179,13.7857,2.0681,34.1298,19.9098,24.3853,1,1,1,0
0.2813,4.0476,3.5674,0.2294,17.5074,4.8193,0.0572,6.8315,5.7583,80.5888,26.7428,2.5343,0,0,1,1
0.2795,2.821,5.7765,0.2759,30.0553,5.3136,0.2113,12.7166,5.8854,51.3927,13.2677,23.1118,1,1,0,1
0.0465,5.6023,7.0055,0.0731,21.0286,2.4299,0.0278,7.699,2.6007,88.2495,46.3511,1.0643,0,0,1,1
0.1036,6.5527,4.9836,0.2549,18.7813,1.9934,0.1723,10.8475,4.4521,107.3336,23.4538,4.8267,0,0,1,1
0.2282,8.8769,9.3435,0.3484,10.3318,9.3603,0.2174,8.8921,5.7536,74.5502,32.7454,12.8555,0,0,1,1
0.1835,5.0938,1.8003,0.228,22.5945,4.2352,0.3225,3.5027,6.0875,43.3251,37.9148,33.1258,1,0,1,0
0.1563,12.0896,2.3781,0.2926,24.0993,6.3139,0.1721,11.1101,7.8379,93.769,44.1326,33.9789,1,1,0,1
0.1838,11.2526,0.8241,0.3259,14.9796,2.5258,0.0301,11.4643,5.314,66.4613,47.2958,2.5323,1,1,0,1
0.1359,10.6349,0.9157,0.0686,26.0194,9.3027,0.0351,3.8222,3.699,114.0654,11.3585,18.6034,1,0,0,1
0.1467,4.0482,1.8268,0.212,35.6335,7.1205,0.2643,12.5768,1.1353,52.3277,18.2359,16.6939,1,0,1,1
0.3155,3.8489,5.8051,0.1623,5.4585,9.8638,0.114,12.6539,5.4962,78.5966,27.4649,8.8451,1,0,1,1
0.1676,1.2909,5.6576,0.0472,29.2643,9.2295,0.3483,12.1103,1.3946,31.1345,26.7991,32.1073,1,0,1,0
0.1491,7.0066,5.2451,0.2087,23.1601,2.8905,0.3086,5.592,2.118,47.0573,3.5086,40.4922,1,1,0,0
0.2869,4.0493,8.5826,0.0834,12.0645,5.8838,0.2968,10.1215,7.8713,87.4188,5.567,37.1451,0,0,0,0
0.146,6.5243,8.407,0.2251,7.8967,6.6109,0.1847,5.024,0.965,82.2143,10.0976,27.1228,0,0,1,0
0.1296,10.7912,7.9715,0.072,23.4752,5.6426,0.1972,5.7907,2.929,82.2185,40.1576,2.5589,0,0,1,1
0.3369,11.0863,6.8889,0.082,14.6622,7.709,0.3134,6.8962,5.7896,113.9525,36.3326,17.6927,0,0,1,1
0.0301,13.4153,9.8075,0.1432,39.8976,0.3081,0.1578,5.3901,2.5517,58.9495,17.5271,39.058,0,1,1,1
0.2697,4.5359,6.8835,0.3203,12.2537,6.578,0.0996,2.6924,2.585,58.0595,3.5734,35.9856,0,0,0,0
0.16,14.7957,3.5175,0.1274,16.4588,8.4006,0.0408,2.4788,3.1277,66.1715,6.1445,11.6265,0,0,0,1
0.1682,11.7164,5.0574,0.1614,31.4557,1.7477,0.1563,2.4801,1.4019,44.2221,13.9889,14.034,0,0,1,1
0.1065,10.2415,3.7189,0.1911,5.5565,1.1057,0.0553,4.2687,3.2527,96.5993,12.847,7.8049,0,1,0,1
0.2963,8.0082,9.9287,0.0334,6.3851,3.9401,0.3419,7.3554,0.8138,98.3759,25.9675,6.3064,0,0,1,1
0.2387,8.6603,6.912,0.2338,21.64,0.5891,0.3211,5.901,4.2325,109.1373,3.9828,36.2784,1,1,0,0
0.2939,14.0782,5.3692,0.2725,36.8996,5.564,0.2519,9.4558,3.1412,60.9708,27.0065,14.359,0,0,1,1
0.1071,10.787,1.9523,0.0425,17.9398,2.1867,0.1079,8.4216,3.6438,114.7019,38.3771,15.5141,0,0,1,1
0.0264,4.3366,8.5121,0.1629,23.5523,8.9485,0.251,5.275,6.519,70.1164,17.8485,21.1516,0,0,1,1
0.0443,10.0618,6.3508,0.1874,30.8908,3.0308,0.0909,10.3657,4.9545,65.2137,6.7377,27.359,0,0,0,1
0.1855,14.4889,7.9123,0.0448,10.7049,0.3734,0.2701,2.2833,2.3869,107.3844,38.0567,20.3671,0,1,1,1
0.2796,12.8839,9.2142,0.0786,18.1474,9.7173,0.1056,13.7545,2.3871,103.6336,17.1174,18.3965,0,0,1,1
0.0517,8.0482,4.1266,0.1438,30.9082,3.875,0.1178,8.3836,7.1252,66.3647,48.5673,25.2605,0,0,1,1
0.1833,10.5365,5.7494,0.1123,10.6232,8.477,0.063,11.0918,5.5997,109.0846,46.57,25.3094,0,0,1,0
0.2123,13.3025,2.7659,0.2223,5.6661,3.391,0.0527,2.9471,5.4876,87.6162,35.5448,20.4803,1,1,0,0
0.0492,6.0664,2.277,0.1238,14.6856,4.318,0.2299,12.7254,2.6351,45.9552,38.0776,40.1949,0,0,1,0
0.2516,2.9595,1.8556,0.3127,19.1953,0.6373,0.2844,5.5626,4.8489,33.119,17.2396,43.967,1,1,1,0
0.1107,5.5915,5.9519,0.0408,30.5133,4.9976,0.1481,2.7259,2.6723,93.7494,4.601,31.7421,0,0,0,1
0.2167,10.6465,2.2301,0.1756,9.1619,5.0404,0.2123,12.5388,4.7191,45.6943,15.4084,12.9555,1,1,0,1
0.2096,10.985,1.8503,0.3153,39.7025,3.6834,0.1105,11.4971,2.756,41.3025,20.7407,19.4465,1,0,1,1
0.1783,3.9609,7.8687,0.1876,16.0354,2.8277,0.3326,8.2983,1.8257,98.244,41.9286,24.3066,0,0,1,0
0.1617,8.9398,0.8499,0.2872,10.7508,2.5296,0.1956,7.4404,2.8859,94.9187,10.7488,37.4096,1,1,0,0
0.0334,9.0514,2.4719,0.1019,34.9439,9.9637,0.1856,7.8399,6.0458,96.1522,9.7431,13.4047,0,0,0,1
0.1897,8.0869,3.8426,0.1418,33.0954,8.7463,0.3019,5.8161,4.2139,95.704,46.6677,44.6,1,0,1,0
0.2713,12.772,2.1231,0.2725,29.1044,7.5561,0.3407,5.7347,2.1538,79.2212,9.419,44.7837,1,1,1,0
0.1928,8.4644,6.9975,0.0961,12.3152,8.4125,0.0931,9.0131,0.8758,53.6452,41.0656,24.5997,0,0,1,0
0.1953,13.787,2.7353,0.0596,13.0043,8.5854,0.1349,10.0273,5.9288,89.9153,12.0657,15.9974,1,0,0,1
0.1151,6.6888,6.9657,0.2399,38.4358,8.314,0.0762,14.3175,6.3684,34.9307,18.4943,18.246,0,0,1,1
0.174,8.1291,6.4112,0.2458,6.0065,5.6558,0.3064,12.0595,7.7928,30.8262,30.4011,36.9461,0,1,1,0
0.2133,14.6207,7.0518,0.2383,22.163,5.9805,0.2319,8.2181,5.291,58.9542,32.7577,12.079,0,0,1,1
0.2694,4.8074,0.7022,0.2227,15.9729,8.5588,0.1061,6.8968,6.1622,108.7811,12.5943,35.8018,1,0,0,0
0.136,11.8523,1.2968,0.127,39.6202,7.8046,0.0837,11.9826,1.6307,94.8011,35.0721,14.7933,1,0,1,1
0.0355,13.9877,0.4275,0.2902,27.3489,4.6491,0.0976,8.9588,4.1412,67.6194,29.7499,17.2293,1,0,1,1
0.0647,2.9874,6.2108,0.2193,7.7431,4.7112,0.1694,12.9633,6.1402,105.3869,30.8539,41.4625,0,1,1,0
0.2086,2.501,6.5445,0.2062,31.9619,4.5167,0.1853,6.1899,1.1776,74.3424,2.9026,13.1167,0,0,1,1
0.3006,12.1736,0.9756,0.2484,38.5973,5.3896,0.2012,13.1416,7.8614,69.6469,14.0208,36.343,1,1,0,1
0.2343,11.723,4.6457,0.0548,14.5325,0.8127,0.1531,11.3324,5.4283,54.5716,28.9632,41.213,1,1,0,0
0.3108,10.9675,8.4065,0.1535,21.015,8.7145,0.0972,7.0855,5.0992,54.6863,44.569,29.7372,1,0,1,1
0.3333,1.813,9.1414,0.2733,12.1708,8.032,0.2478,2.1003,1.2305,83.968,19.3429,17.7884,0,0,1,0
0.3163,1.2015,9.1828,0.16,27.8173,4.3592,0.0407,8.1857,2.3035,36.6702,24.6361,13.2823,0,0,1,1
0.1927,6.7077,3.8565,0.1643,8.7922,4.9163,0.346,13.0189,6.6626,115.5725,28.8825,5.7236,0,0,1,1
0.2969,6.873,8.1544,0.2598,11.5673,4.4512,0.1319,12.8883,7.391,68.3678,8.9583,25.1721,1,1,0,0
0.1478,8.2342,5.1328,0.2681,21.3815,7.0068,0.2655,14.2845,2.3684,44.3703,4.9789,36.9374,1,1,0,0
0.1429,14.2067,2.9526,0.2437,21.5236,5.0789,0.3176,12.6227,5.6266,94.7659,41.4195,15.9278,0,0,1,1
0.332,12.0848,5.0727,0.0376,25.5744,4.3866,0.0371,10.559,0.5102,71.9295,38.7932,17.5714,1,0,1,1
0.33,13.8063,0.9976,0.205,31.0654,2.8969,0.0272,6.9036,5.756,49.5875,41.8183,27.7466,1,1,0,1
0.2104,5.9611,4.9323,0.1295,14.3868,6.0109,0.1071,11.9468,5.6808,68.095,39.9184,37.9923,1,0,1,0
0.0364,2.722,0.3374,0.0905,35.0592,2.3481,0.279,14.4847,2.071,55.2921,8.1242,11.3813,1,0,1,1
0.1319,7.3675,6.988,0.0445,36.8956,3.3207,0.2729,9.4364,4.3331,86.0635,13.2278,34.6931,0,0,1,1
0.1214,7.682,0.6882,0.2381,34.3136,3.6915,0.2565,7.58,6.513,102.5312,42.1903,28.0259,1,0,1,1
0.055,11.1854,9.1685,0.0941,36.9,8.332,0.2518,12.3125,4.694,44.6609,33.7772,19.5399,0,0,1,1
0.3256,2.0592,3.0222,0.0919,14.1472,2.4945,0.1399,10.5397,2.6985,32.5589,17.1222,11.0089,1,0,1,1
0.3442,10.8367,2.1536,0.1874,14.1129,5.3565,0.1181,4.477,4.6999,105.2449,33.1189,4.0229,0,0,1,1
0.3029,12.5837,7.2293,0.193,35.2615,7.1645,0.2995,4.0061,4.0294,98.9099,4.8744,33.3746,1,0,0,1
0.2507,2.0756,8.4272,0.3206,12.2052,7.9883,0.2027,7.7817,7.6713,65.9429,31.6621,22.3508,1,1,0,0
0.3153,13.6638,4.6449,0.233,34.8068,9.1059,0.1361,4.0741,3.4483,114.2891,19.7531,28.1008,1,0,1,1
0.1362,5.1131,5.7658,0.0427,14.7006,8.2393,0.108,7.7464,4.2604,63.086,12.5026,41.5867,0,0,0,0
0.1589,8.6364,2.4941,0.312,11.3847,9.6665,0.3141,10.8037,3.6704,42.3353,12.9552,29.3824,1,0,1,0
0.2732,10.2257,2.0868,0.1609,20.1959,1.9715,0.1591,12.1503,6.1718,118.8621,42.2696,36.2546,1,1,1,0
0.2485,1.3954,4.0684,0.0328,15.8585,2.8424,0.2743,5.9662,4.2895,99.588,40.7136,3.109,0,0,1,1
0.0956,5.58,4.2402,0.0224,19.7108,3.9953,0.2574,2.9765,4.5684,58.5047,48.7296,42.3175,0,0,1,0
0.1962,12.489,2.8977,0.2175,11.1473,4.3305,0.2677,12.9312,5.4622,77.9495,42.3069,1.144,0,0,1,1
0.1731,11.9585,2.9447,0.1855,36.0163,0.4607,0.0835,12.0245,3.1908,47.2499,20.017,9.4564,0,0,1,1
0.0735,1.2052,9.9806,0.2021,17.1686,0.5997,0.0766,2.4921,5.8788,104.6722,40.5116,17.4895,0,1,0,1
0.1545,12.0742,5.1138,0.2352,33.7544,5.7649,0.3356,5.2916,1.241,68.3518,2.4231,27.0254,0,0,1,1
0.1556,11.3696,8.8828,0.2114,20.3997,8.4439,0.215,8.813,2.5208,68.171,48.2858,7.2869,0,0,1,1
0.2496,2.2513,8.7594,0.1032,36.2801,6.3348,0.3436,11.6785,1.9676,54.1171,16.5856,38.1044,1,0,1,1
0.3441,1.6623,5.3634,0.0486,11.9059,2.9007,0.2357,2.487,3.8472,73.5012,19.4041,28.0956,1,0,1,0
0.2865,6.7504,1.9446,0.323,36.3325,7.5463,0.0688,2.1189,6.5676,85.2396,23.1795,16.5953,1,0,1,1
0.1655,11.4846,6.8269,0.3378,24.7261,9.2427,0.0934,3.4771,4.2352,56.3661,39.577,24.5893,0,0,1,1
0.0739,14.9277,7.3267,0.0646,16.2362,5.8615,0.0854,11.3565,4.9057,64.2851,41.1463,14.4742,0,0,1,1
0.2429,3.9418,6.5529,0.2266,12.7157,5.2388,0.2191,7.5034,6.6122,52.8641,43.7934,13.1478,0,0,1,1
0.2565,14.7804,5.3466,0.1278,24.9974,5.4509,0.2264,8.6481,6.2819,69.9214,5.6356,28.6842,1,0,0,1
0.1873,7.8883,1.3447,0.3422,35.4558,1.2728,0.0604,5.5899,2.8894,116.5313,11.3242,37.0202,1,1,0,1
0.102,12.448,3.8332,0.1088,36.3608,2.1982,0.1676,2.3543,7.48,94.9051,17.719,33.898,1,1,0,1
0.1574,13.9555,0.4094,0.2627,35.8436,6.8706,0.2759,2.9947,7.1921,115.4345,42.7167,7.8761,1,0,1,1
0.1897,12.6753,3.1319,0.294,14.183,3.6152,0.2236,9.0926,1.3485,57.1133,24.9637,42.3906,1,1,1,0
0.2702,8.3417,6.6857,0.343,36.318,3.6071,0.0747,9.9119,2.0076,109.5553,43.1426,30.6431,1,1,1,1
0.2338,14.8283,9.5873,0.3461,19.8158,5.3454,0.1911,2.5628,7.6154,68.0748,27.0104,10.5819,0,0,1,1
0.1973,12.5872,9.6487,0.1371,39.211,4.7466,0.0792,11.9925,3.9975,33.7955,2.1595,4.4498,0,0,0,1
0.1825,12.0875,6.9852,0.0474,28.8264,3.7799,0.0934,4.5152,7.7743,97.0616,16.7008,29.1005,0,0,0,1
0.1697,10.5935,3.6977,0.2983,28.9406,3.2543,0.2526,7.4896,5.3364,59.679,39.514,11.4557,0,0,1,1
0.0265,11.6842,8.0497,0.2852,19.3021,5.5803,0.1812,7.3922,5.8345,106.6171,3.751,20.9336,0,0,0,1
0.1945,1.5453,1.012,0.1644,23.8691,5.4092,0.0622,7.437,2.0582,56.4575,46.2767,39.1346,1,0,1,0
0.2121,6.0369,5.5076,0.1532,32.0994,0.5687,0.1323,8.2367,3.6359,104.5715,25.0046,35.5486,1,1,0,1
0.2312,2.9118,8.6893,0.1969,19.2701,5.8556,0.2891,6.5111,7.6104,59.1984,49.5659,23.24,0,0,1,0
0.2708,4.3816,2.4303,0.3352,35.5224,6.3052,0.0954,6.7617,3.9229,108.497,17.635,36.9887,1,1,0,1
0.0873,9.5018,5.972,0.088,11.3606,1.2521,0.3,5.509,6.6529,46.2943,40.0273,29.0486,0,1,1,0
0.2172,6.1422,1.8281,0.2563,34.8861,5.7181,0.0352,13.8945,3.8523,54.1439,21.7805,30.2713,1,1,0,1
0.0396,11.2926,0.3212,0.0733,12.8053,5.3174,0.0759,6.0924,3.0589,84.4069,35.3487,36.7436,1,0,1,0
0.2124,14.7336,4.8171,0.2155,39.8331,7.819,0.2176,9.7,4.9369,30.462,28.1732,17.7018,0,0,1,1
0.0446,12.2724,9.8944,0.2912,24.1079,1.7113,0.2581,8.403,5.2675,101.9381,13.1949,18.1112,0,1,0,1
0.137,1.7934,1.0143,0.1014,7.9862,7.9503,0.1419,5.8026,5.0968,79.9644,49.6532,13.2032,1,0,1,0
0.3421,10.4648,1.8686,0.1997,34.0737,3.9906,0.1107,8.4535,5.7858,68.6264,13.3177,35.5736,1,1,0,1
0.1192,3.1582,5.486,0.3205,10.9188,7.9322,0.2178,2.6159,6.8927,94.6423,5.97,42.5084,0,0,0,0
0.1135,1.2807,0.7376,0.2861,27.7457,5.3678,0.0241,2.85,1.7245,116.3962,14.2348,42.467,1,0,1,0
0.0895,11.8738,5.4439,0.0741,25.8453,0.4321,0.1833,8.3611,5.1047,74.0758,30.731,25.958,0,1,1,1
0.184,9.868,3.6274,0.3314,8.3747,6.9116,0.1353,4.1288,4.4856,82.9664,44.3808,1.6464,0,0,1,1
0.1129,4.4254,8.0435,0.1579,38.8773,3.1244,0.1853,3.7854,3.1246,56.3181,27.9438,8.5487,0,0,1,1
0.1675,5.271,9.8135,0.2446,16.8045,8.5138,0.2114,10.6438,0.7326,107.03,24.6478,12.4968,0,0,1,1
0.0865,9.4271,9.8582,0.1219,15.2561,2.6843,0.0548,13.0042,4.592,67.1465,4.7785,18.6803,0,0,0,1
0.0734,12.3747,2.8956,0.2339,17.4512,5.4459,0.1258,7.6071,2.9111,58.6203,6.7377,33.1605,1,1,0,0
0.1854,3.8099,8.7984,0.1392,36.8007,1.4735,0.3213,9.3846,0.5704,92.3022,32.5608,36.0985,1,1,1,1
0.0415,11.3881,7.5649,0.13,30.2984,6.8527,0.1237,7.9574,2.5345,47.5278,31.4362,36.4875,0,0,1,1
0.183,8.3385,6.9943,0.1408,30.2106,4.2936,0.3215,12.3518,4.3723,95.3839,26.6809,42.5458,1,1,1,0
0.1555,5.7013,5.4551,0.266,27.0839,2.9847,0.0456,10.3438,4.6185,108.5668,21.9684,16.4782,1,1,0,1
0.3275,14.2854,9.8927,0.3136,21.302,3.2474,0.2469,11.3377,4.6166,93.0779,42.6714,32.7596,1,1,1,1
0.3207,2.3919,9.8925,0.0375,25.3341,8.753,0.1997,3.9862,6.8339,100.2462,45.3756,32.878,1,0,1,0
0.0889,2.8018,1.8371,0.2804,34.9872,7.8288,0.0233,11.9958,1.8751,101.6358,19.0388,9.2935,0,0,1,1
0.1189,4.3825,8.4615,0.2027,13.5032,1.254,0.0511,10.0526,7.5895,112.7711,17.4896,24.6637,0,1,0,0
0.0592,14.5913,0.3515,0.0865,29.6203,8.6081,0.2501,9.2298,4.4077,93.5916,41.9079,17.4894,1,0,1,1
0.0424,4.7368,9.7669,0.2743,37.0814,1.5216,0.1742,10.3728,3.8921,76.597,6.5413,36.7164,0,1,0,1
0.0896,5.5176,6.8838,0.1551,18.1396,7.6245,0.0512,5.6737,6.5719,48.4289,6.5765,6.4311,0,0,0,1
0.2063,12.8485,1.8208,0.268,38.0152,8.8073,0.1256,12.0886,6.7449,111.8542,6.7778,39.4437,1,0,0,1
0.1961,2.8614,5.8515,0.2966,28.9187,3.368,0.3247,11.9208,6.2521,91.1563,14.1861,2.7701,0,0,1,1
0.2308,2.8783,1.1611,0.1924,23.529,5.4299,0.3452,9.3105,5.0236,72.047,42.2757,24.6677,1,0,1,1
0.0289,2.2694,6.7359,0.272,27.0582,9.6714,0.1059,7.6341,3.9682,53.4615,25.7504,9.4476,0,0,1,1
0.1859,9.0325,7.6293,0.3463,13.1889,2.4573,0.0652,8.8481,5.6922,45.3272,9.9876,33.4057,1,1,0,0
0.1571,5.1934,6.1905,0.2331,23.009,2.5114,0.2713,5.344,2.4827,82.3242,27.1198,36.9327,1,1,1,0
0.2172,5.8344,5.1392,0.2989,38.1015,5.6187,0.0276,4.7274,4.3675,48.1575,3.8427,25.7358,1,0,0,1
0.0986,8.0688,1.3144,0.2082,19.5527,3.0055,0.2659,3.5496,4.6619,53.6647,40.6597,12.5458,0,0,1,1
0.1881,4.3213,1.3339,0.2167,30.8172,8.6145,0.0699,7.0357,6.5538,72.4498,18.0469,43.9781,1,0,0,0
0.1812,6.9345,4.8073,0.2187,6.3052,4.8468,0.1027,4.4929,2.9128,71.9813,45.9228,21.9773,0,0,1,0
0.143,12.2948,3.8303,0.2847,20.4803,9.9706,0.2505,5.1359,4.7594,30.6965,24.3921,32.5911,1,0,1,1
0.0318,8.9148,2.0253,0.3115,13.1505,2.582,0.2133,8.8517,5.0276,73.2419,6.0582,12.5942,0,1,0,1
0.2093,14.1289,9.024,0.2163,25.5238,9.0082,0.3104,8.0409,7.0074,119.1552,2.1156,16.2452,0,0,0,1
0.095,12.4807,1.6355,0.3071,20.3906,5.5666,0.0374,14.0419,4.2253,80.2092,38.4945,38.4499,1,1,0,0
0.3171,3.9411,7.7994,0.1767,36.214,6.5208,0.2751,9.5471,1.4035,53.1548,5.3027,2.9679,0,0,1,1
0.3254,6.5053,9.4062,0.0759,5.9049,1.5882,0.1932,4.7477,1.2286,116.452,17.6286,13.8999,0,0,1,0
0.2082,13.8797,5.2705,0.2402,26.5971,9.2304,0.2769,4.4623,3.9331,98.4746,16.3797,11.7649,0,0,1,1
0.2467,7.5114,8.8104,0.2565,22.9909,5.7088,0.3417,5.6318,2.8373,95.7647,41.2949,27.4428,0,0,1,1
0.2822,12.9718,0.3445,0.0529,35.6592,5.895,0.1893,9.5075,1.3883,112.1987,17.0567,10.2364,1,0,1,1
0.0961,2.1319,6.4498,0.2487,37.8159,1.1702,0.3058,12.8658,5.3274,55.6633,40.5311,10.7842,0,0,1,1
0.0545,4.8754,1.1842,0.0855,34.9526,3.6648,0.1111,5.8269,5.1862,78.4894,21.1221,10.3329,1,0,0,1
0.2065,11.411,3.1612,0.1068,13.6353,7.8683,0.3012,3.837,1.5689,94.4732,29.132,20.3804,0,0,1,1
0.2764,14.8601,2.9168,0.1115,39.255,9.5743,0.1543,14.8407,2.9547,67.6228,16.0888,19.5488,1,0,1,1
0.1927,6.8861,3.2757,0.1371,6.0948,0.7454,0.1741,14.8104,2.5982,86.4496,22.8518,7.3355,1,1,1,1
0.1102,7.3507,7.7783,0.2911,39.6077,5.511,0.2386,7.1842,0.8798,95.0514,10.417,10.7684,0,0,1,1
0.197,5.5198,8.2892,0.2395,6.9312,7.29,0.2337,6.5251,5.6493,54.6105,45.1223,15.0553,0,0,1,0
0.2119,12.7256,2.1762,0.123,24.4635,5.3068,0.0853,7.5922,0.8,46.9216,12.3434,44.113,1,0,1,0
0.3154,1.2476,6.6958,0.3264,30.7547,2.2871,0.2984,10.2658,6.8227,49.0614,4.3603,34.6409,1,1,0,0
0.0577,11.5505,7.2726,0.1752,13.1267,2.2608,0.216,13.0149,2.8267,114.8828,16.7346,28.5399,0,1,1,0
0.0436,10.4871,2.7991,0.1345,8.5779,9.3695,0.2686,3.9169,0.698,96.0491,3.4778,19.0307,0,0,1,1
0.0339,2.711,6.9534,0.2682,15.957,5.2298,0.0504,7.5788,7.9401,40.6768,6.3301,39.3707,0,0,0,0
